learner_id,learner_profile,completed_topics,quizzes_attempted,average_quiz_score,learning_streak,study_hours,completion_percentage,revision_sessions,coach_interactions,improvement_trend,current_domain,quiz_difficulty,pass_probability,next_quiz_pass
LRN02394,Consistent Learner,41,22,76.24,18,11.08,68.33,13,10,Improving,Generative AI,Medium,0.677,1
LRN02395,Consistent Learner,28,18,90.97,25,19.72,46.67,9,4,Improving,NLP,Easy,0.738,1
LRN02396,Fast Learner,39,19,98.0,26,27.12,65.0,13,13,Stable,Machine Learning,Medium,0.763,1
LRN02397,Casual Learner,16,10,53.88,1,11.35,26.67,5,3,Declining,Generative AI,Medium,0.269,0
LRN02398,Casual Learner,11,8,51.21,3,6.69,18.33,1,5,Stable,NLP,Easy,0.3,0
LRN02399,Fast Learner,47,28,98.0,29,31.72,78.33,18,6,Improving,NLP,Medium,0.9,1
LRN02400,Casual Learner,14,10,54.63,5,4.12,23.33,5,2,Stable,SQL,Medium,0.332,0
LRN02401,Casual Learner,17,12,44.48,7,3.33,28.33,0,1,Improving,NLP,Medium,0.367,0
LRN02402,Casual Learner,6,5,59.43,7,9.82,10.0,5,0,Declining,Machine Learning,Medium,0.271,0
LRN02403,Consistent Learner,39,25,81.04,20,12.67,65.0,10,4,Improving,Machine Learning,Medium,0.695,1
LRN02404,Casual Learner,23,14,51.51,6,6.82,38.33,5,1,Stable,SQL,Medium,0.36,0
LRN02405,Consistent Learner,36,24,79.3,11,18.92,60.0,12,3,Improving,Machine Learning,Medium,0.679,1
LRN02406,Consistent Learner,31,16,90.75,16,22.3,51.67,14,3,Improving,Machine Learning,Easy,0.744,1
LRN02407,Struggling Learner,7,4,38.66,5,4.03,11.67,1,2,Declining,NLP,Medium,0.147,0
LRN02408,Struggling Learner,8,6,37.0,0,4.64,13.33,1,0,Declining,SQL,Hard,0.081,0
LRN02409,Consistent Learner,31,21,88.46,14,18.41,51.67,11,3,Improving,MLOps,Medium,0.708,1
LRN02410,Consistent Learner,38,32,87.42,12,24.19,63.33,7,11,Improving,Generative AI,Easy,0.73,1
LRN02411,Casual Learner,11,8,48.52,2,10.17,18.33,0,2,Declining,NLP,Easy,0.214,0
LRN02412,Consistent Learner,40,33,81.44,14,18.2,66.67,10,12,Stable,Machine Learning,Medium,0.623,1
LRN02413,Casual Learner,17,13,53.32,3,11.23,28.33,1,2,Improving,Python,Easy,0.425,0
LRN02414,Casual Learner,22,14,51.99,5,8.99,36.67,0,1,Stable,Python,Medium,0.351,0
LRN02415,Consistent Learner,40,27,91.99,13,19.65,66.67,14,6,Improving,Machine Learning,Medium,0.762,1
LRN02416,Struggling Learner,15,8,45.12,2,7.57,25.0,3,1,Stable,Generative AI,Easy,0.291,0
LRN02417,Consistent Learner,21,11,84.01,13,23.49,35.0,7,10,Improving,SQL,Easy,0.659,1
LRN02418,Casual Learner,14,10,56.34,7,7.22,23.33,0,5,Stable,NLP,Medium,0.343,0
LRN02419,Consistent Learner,34,22,79.62,21,15.66,56.67,5,10,Stable,MLOps,Medium,0.592,1
LRN02420,Consistent Learner,21,16,81.67,22,14.23,35.0,13,3,Improving,Generative AI,Easy,0.656,1
LRN02421,Casual Learner,10,8,49.99,4,6.48,16.67,5,2,Stable,Machine Learning,Easy,0.303,0
LRN02422,Consistent Learner,30,19,96.47,17,20.77,50.0,14,3,Stable,Generative AI,Easy,0.684,1
LRN02423,Casual Learner,20,12,54.03,3,8.81,33.33,2,1,Improving,Generative AI,Medium,0.432,0
LRN02424,Casual Learner,16,14,45.16,1,8.03,26.67,1,3,Stable,Python,Medium,0.288,0
LRN02425,Struggling Learner,7,5,30.0,1,1.47,11.67,3,1,Stable,Python,Easy,0.173,0
LRN02426,Casual Learner,5,4,56.17,8,7.95,8.33,3,2,Improving,Generative AI,Easy,0.405,0
LRN02427,Consistent Learner,27,20,84.45,19,21.34,45.0,8,12,Improving,SQL,Hard,0.642,1
LRN02428,Fast Learner,44,25,98.0,23,23.75,73.33,14,14,Improving,Python,Hard,0.793,1
LRN02429,Consistent Learner,45,25,90.83,14,21.48,75.0,13,6,Improving,MLOps,Medium,0.78,1
LRN02430,Casual Learner,12,8,53.9,9,6.05,20.0,3,0,Declining,MLOps,Easy,0.254,0
LRN02431,Consistent Learner,34,20,95.35,19,23.61,56.67,6,5,Improving,Machine Learning,Easy,0.767,1
LRN02432,Consistent Learner,27,18,90.9,20,21.41,45.0,8,6,Improving,Generative AI,Medium,0.724,1
LRN02433,Consistent Learner,41,25,71.2,11,16.53,68.33,5,9,Stable,MLOps,Hard,0.504,1
LRN02434,Casual Learner,19,14,57.25,10,9.09,31.67,1,0,Improving,SQL,Easy,0.46,0
LRN02435,Casual Learner,19,10,46.4,7,6.0,31.67,2,2,Stable,Generative AI,Hard,0.266,0
LRN02436,Casual Learner,19,10,50.14,3,9.53,31.67,0,4,Improving,Machine Learning,Hard,0.359,0
LRN02437,Fast Learner,54,44,98.0,26,31.25,90.0,17,9,Improving,Python,Easy,0.913,1
LRN02438,Casual Learner,17,13,49.55,7,5.76,28.33,2,2,Stable,SQL,Medium,0.323,0
LRN02439,Fast Learner,47,29,98.0,21,29.61,78.33,12,13,Improving,SQL,Medium,0.862,1
LRN02440,Consistent Learner,41,34,84.04,21,15.7,68.33,11,3,Improving,Generative AI,Easy,0.731,1
LRN02441,Casual Learner,18,14,47.48,8,3.61,30.0,1,3,Stable,NLP,Hard,0.26,0
LRN02442,Consistent Learner,31,26,85.0,16,17.03,51.67,14,12,Improving,NLP,Medium,0.7,1
LRN02443,Casual Learner,19,15,46.13,1,3.63,31.67,0,3,Improving,Generative AI,Medium,0.366,0
LRN02444,Casual Learner,6,3,51.21,10,6.66,10.0,1,2,Stable,SQL,Easy,0.302,0
LRN02445,Casual Learner,12,9,51.6,6,5.27,20.0,0,3,Declining,NLP,Medium,0.226,0
LRN02446,Casual Learner,5,2,52.76,5,6.59,8.33,5,1,Declining,Machine Learning,Medium,0.222,0
LRN02447,Fast Learner,51,26,98.0,30,23.84,85.0,19,5,Stable,Machine Learning,Medium,0.818,1
LRN02448,Consistent Learner,37,20,84.76,20,17.18,61.67,8,4,Stable,Generative AI,Medium,0.635,1
LRN02449,Consistent Learner,29,25,86.45,10,23.57,48.33,10,6,Declining,SQL,Medium,0.536,1
LRN02450,Consistent Learner,33,16,90.09,24,18.26,55.0,13,9,Improving,Generative AI,Hard,0.703,1
LRN02451,Consistent Learner,22,19,88.87,11,23.76,36.67,6,12,Improving,NLP,Hard,0.627,1
LRN02452,Casual Learner,9,7,52.58,7,7.86,15.0,4,4,Declining,NLP,Easy,0.241,0
LRN02453,Fast Learner,60,49,98.0,24,20.68,100.0,17,10,Stable,NLP,Hard,0.766,1
LRN02454,Consistent Learner,23,16,80.48,17,16.41,38.33,8,5,Improving,Python,Medium,0.639,1
LRN02455,Fast Learner,50,27,98.0,17,23.31,83.33,10,5,Stable,Python,Easy,0.756,1
LRN02456,Consistent Learner,31,22,92.01,12,24.21,51.67,11,7,Improving,MLOps,Easy,0.738,1
LRN02457,Consistent Learner,33,26,79.72,24,11.97,55.0,10,3,Improving,MLOps,Medium,0.678,1
LRN02458,Fast Learner,36,25,98.0,27,21.91,60.0,8,12,Improving,Generative AI,Hard,0.756,1
LRN02459,Consistent Learner,38,29,95.23,25,24.51,63.33,7,6,Improving,MLOps,Easy,0.801,1
LRN02460,Fast Learner,43,28,98.0,19,23.7,71.67,11,7,Stable,Generative AI,Medium,0.742,1
LRN02461,Casual Learner,19,10,42.92,5,3.06,31.67,0,5,Stable,NLP,Medium,0.28,0
LRN02462,Fast Learner,37,20,98.0,16,27.71,61.67,9,13,Improving,SQL,Easy,0.802,1
LRN02463,Casual Learner,5,4,63.28,9,10.48,8.33,5,1,Stable,Generative AI,Hard,0.323,0
LRN02464,Struggling Learner,11,9,39.12,0,7.4,18.33,0,3,Declining,Python,Easy,0.157,0
LRN02465,Fast Learner,60,53,98.0,29,25.93,100.0,12,6,Stable,Machine Learning,Medium,0.835,1
LRN02466,Consistent Learner,33,17,78.02,14,12.38,55.0,10,12,Improving,Python,Easy,0.645,1
LRN02467,Struggling Learner,15,10,41.46,1,6.09,25.0,3,3,Stable,SQL,Medium,0.267,0
LRN02468,Struggling Learner,9,6,41.81,3,5.36,15.0,3,1,Stable,Python,Medium,0.252,0
LRN02469,Casual Learner,14,7,49.97,8,5.01,23.33,5,5,Declining,Python,Medium,0.242,0
LRN02470,Struggling Learner,0,1,35.02,1,5.48,0.0,2,3,Improving,Python,Medium,0.264,0
LRN02471,Fast Learner,37,25,98.0,26,25.12,61.67,15,8,Stable,NLP,Medium,0.755,1
LRN02472,Casual Learner,9,7,45.21,4,4.13,15.0,4,1,Declining,SQL,Easy,0.188,0
LRN02473,Casual Learner,13,10,56.44,10,11.31,21.67,0,0,Improving,MLOps,Easy,0.442,0
LRN02474,Casual Learner,17,15,44.58,1,5.8,28.33,2,3,Stable,Python,Hard,0.234,0
LRN02475,Consistent Learner,24,17,96.31,17,23.78,40.0,8,8,Improving,Machine Learning,Easy,0.738,1
LRN02476,Casual Learner,25,16,61.62,9,9.86,41.67,3,5,Declining,Python,Hard,0.295,0
LRN02477,Casual Learner,10,6,50.64,2,4.5,16.67,5,2,Stable,Python,Easy,0.294,0
LRN02478,Casual Learner,5,3,54.79,10,8.17,8.33,0,3,Improving,MLOps,Medium,0.397,0
LRN02479,Consistent Learner,27,20,89.47,20,22.63,45.0,10,7,Stable,SQL,Medium,0.646,1
LRN02480,Casual Learner,24,16,44.58,0,4.29,40.0,5,3,Declining,Generative AI,Easy,0.227,0
LRN02481,Struggling Learner,12,9,37.79,2,5.11,20.0,2,1,Declining,MLOps,Medium,0.157,0
LRN02482,Casual Learner,12,6,44.53,3,6.01,20.0,1,4,Improving,NLP,Easy,0.351,0
LRN02483,Casual Learner,11,5,42.07,3,3.45,18.33,3,2,Improving,NLP,Hard,0.283,0
LRN02484,Casual Learner,16,9,47.05,7,4.72,26.67,1,0,Stable,Python,Medium,0.302,0
LRN02485,Casual Learner,15,8,47.97,0,3.86,25.0,3,5,Stable,NLP,Easy,0.286,0
LRN02486,Struggling Learner,1,1,30.0,1,2.91,1.67,2,2,Declining,SQL,Medium,0.076,0
LRN02487,Fast Learner,45,23,98.0,16,21.95,75.0,15,13,Improving,MLOps,Hard,0.774,1
LRN02488,Fast Learner,57,49,98.0,24,30.63,95.0,17,9,Improving,NLP,Easy,0.917,1
LRN02489,Struggling Learner,10,8,30.0,0,3.51,16.67,3,3,Declining,MLOps,Easy,0.108,0
LRN02490,Consistent Learner,45,34,88.11,23,16.46,75.0,7,4,Improving,MLOps,Medium,0.76,1
LRN02491,Fast Learner,59,30,98.0,28,18.01,98.33,9,10,Improving,Generative AI,Medium,0.875,1
LRN02492,Consistent Learner,40,24,91.31,24,16.3,66.67,12,4,Improving,NLP,Easy,0.773,1
LRN02493,Fast Learner,59,51,98.0,18,28.08,98.33,8,6,Improving,Python,Hard,0.829,1
LRN02494,Casual Learner,20,10,61.66,8,10.48,33.33,4,4,Improving,NLP,Medium,0.49,0
LRN02495,Consistent Learner,36,19,87.44,25,11.71,60.0,13,8,Improving,NLP,Hard,0.682,1
LRN02496,Consistent Learner,21,16,91.83,22,19.91,35.0,10,9,Improving,NLP,Easy,0.713,1
LRN02497,Consistent Learner,24,13,84.26,15,20.72,40.0,5,11,Stable,NLP,Easy,0.581,0
LRN02498,Consistent Learner,33,26,89.38,24,14.24,55.0,13,6,Improving,Generative AI,Easy,0.736,1
LRN02499,Casual Learner,21,13,62.88,9,9.84,35.0,5,4,Stable,Machine Learning,Medium,0.422,0
LRN02500,Consistent Learner,22,11,83.3,25,13.9,36.67,9,12,Improving,MLOps,Medium,0.664,1
LRN02501,Struggling Learner,10,6,33.82,0,6.34,16.67,0,3,Stable,Generative AI,Medium,0.207,0
LRN02502,Consistent Learner,29,25,78.46,12,13.73,48.33,13,3,Improving,SQL,Easy,0.64,0
LRN02503,Consistent Learner,31,24,79.46,16,16.43,51.67,8,10,Improving,MLOps,Easy,0.658,1
LRN02504,Casual Learner,20,12,45.74,2,3.97,33.33,3,0,Stable,Python,Hard,0.249,0
LRN02505,Casual Learner,9,4,52.96,4,11.59,15.0,2,2,Stable,Generative AI,Hard,0.273,0
LRN02506,Casual Learner,6,4,59.25,9,8.99,10.0,4,1,Stable,SQL,Medium,0.351,0
LRN02507,Consistent Learner,23,13,71.21,10,15.88,38.33,8,7,Improving,Python,Easy,0.577,0
LRN02508,Consistent Learner,25,19,84.08,17,19.23,41.67,5,10,Improving,Generative AI,Medium,0.664,1
LRN02509,Consistent Learner,28,20,85.13,22,16.2,46.67,7,11,Improving,Generative AI,Medium,0.687,1
LRN02510,Fast Learner,39,20,98.0,25,25.69,65.0,18,11,Improving,SQL,Easy,0.848,1
LRN02511,Fast Learner,47,30,98.0,29,30.64,78.33,9,7,Improving,MLOps,Easy,0.877,1
LRN02512,Struggling Learner,5,2,36.83,4,6.41,8.33,0,2,Improving,Generative AI,Hard,0.244,0
LRN02513,Consistent Learner,24,18,79.61,19,17.32,40.0,9,10,Improving,SQL,Medium,0.649,1
LRN02514,Consistent Learner,39,21,77.01,19,14.84,65.0,9,7,Stable,Machine Learning,Medium,0.599,0
LRN02515,Consistent Learner,32,19,66.87,12,12.87,53.33,8,10,Improving,SQL,Hard,0.532,1
LRN02516,Struggling Learner,1,1,41.78,3,5.87,1.67,3,0,Declining,SQL,Medium,0.146,0
LRN02517,Consistent Learner,20,16,73.47,12,13.96,33.33,13,12,Improving,Generative AI,Hard,0.538,1
LRN02518,Casual Learner,17,14,66.27,10,11.61,28.33,4,1,Stable,Generative AI,Medium,0.43,0
LRN02519,Fast Learner,36,20,97.72,17,21.75,60.0,12,6,Improving,Generative AI,Medium,0.788,1
LRN02520,Struggling Learner,10,6,37.24,5,7.45,16.67,1,1,Declining,MLOps,Easy,0.162,0
LRN02521,Fast Learner,46,37,98.0,23,25.04,76.67,20,5,Improving,Machine Learning,Medium,0.869,1
LRN02522,Consistent Learner,22,17,67.89,13,10.33,36.67,9,8,Improving,SQL,Hard,0.5,0
LRN02523,Consistent Learner,35,17,80.24,11,18.99,58.33,12,7,Declining,NLP,Easy,0.52,1
LRN02524,Casual Learner,21,15,55.75,9,7.05,35.0,1,1,Stable,Generative AI,Easy,0.371,0
LRN02525,Casual Learner,14,7,47.85,6,3.64,23.33,0,1,Stable,SQL,Hard,0.24,0
LRN02526,Casual Learner,16,12,47.16,6,7.4,26.67,1,0,Improving,Generative AI,Medium,0.389,0
LRN02527,Consistent Learner,45,23,79.64,20,11.42,75.0,8,9,Improving,Machine Learning,Medium,0.7,1
LRN02528,Consistent Learner,39,32,88.77,22,14.5,65.0,15,12,Improving,Generative AI,Easy,0.754,1
LRN02529,Casual Learner,17,13,45.45,0,10.27,28.33,0,3,Improving,NLP,Hard,0.325,0
LRN02530,Consistent Learner,35,28,88.01,19,14.7,58.33,14,6,Stable,NLP,Medium,0.647,1
LRN02531,Struggling Learner,14,12,32.1,5,1.75,23.33,3,0,Improving,Python,Easy,0.298,0
LRN02532,Struggling Learner,11,6,33.23,4,3.34,18.33,3,3,Declining,Generative AI,Medium,0.135,0
LRN02533,Consistent Learner,42,30,90.02,21,23.88,70.0,7,6,Stable,Python,Hard,0.648,1
LRN02534,Consistent Learner,20,15,87.48,11,23.15,33.33,9,12,Improving,MLOps,Medium,0.669,1
LRN02535,Casual Learner,8,6,59.68,9,11.62,13.33,3,5,Declining,SQL,Hard,0.235,0
LRN02536,Casual Learner,9,5,57.47,7,5.46,15.0,5,5,Declining,Generative AI,Hard,0.208,0
LRN02537,Consistent Learner,30,25,98.0,17,24.55,50.0,14,5,Improving,NLP,Medium,0.783,1
LRN02538,Fast Learner,42,36,98.0,21,22.65,70.0,20,6,Improving,NLP,Hard,0.792,1
LRN02539,Consistent Learner,37,25,87.88,25,19.62,61.67,8,8,Stable,Python,Medium,0.671,1
LRN02540,Consistent Learner,45,29,84.02,16,18.81,75.0,10,7,Stable,Generative AI,Medium,0.658,1
LRN02541,Fast Learner,44,22,98.0,25,29.26,73.33,13,12,Improving,SQL,Easy,0.864,1
LRN02542,Casual Learner,8,5,53.29,6,9.52,13.33,3,5,Stable,Generative AI,Hard,0.272,0
LRN02543,Consistent Learner,39,20,88.69,22,23.86,65.0,5,3,Declining,Python,Medium,0.6,1
LRN02544,Fast Learner,45,30,98.0,28,25.21,75.0,9,14,Stable,MLOps,Medium,0.772,1
LRN02545,Fast Learner,37,29,98.0,15,32.54,61.67,8,15,Improving,SQL,Medium,0.804,1
LRN02546,Struggling Learner,1,1,42.96,5,6.35,1.67,3,3,Stable,Python,Easy,0.239,0
LRN02547,Fast Learner,56,42,98.0,29,33.11,93.33,18,8,Stable,Machine Learning,Hard,0.8,1
LRN02548,Fast Learner,39,28,98.0,17,20.15,65.0,20,13,Improving,SQL,Medium,0.814,1
LRN02549,Struggling Learner,9,7,30.0,3,1.85,15.0,0,1,Declining,Python,Medium,0.099,0
LRN02550,Consistent Learner,36,24,68.91,12,12.84,60.0,11,10,Improving,SQL,Medium,0.612,1
LRN02551,Casual Learner,12,6,57.16,5,8.93,20.0,1,4,Declining,NLP,Hard,0.213,0
LRN02552,Struggling Learner,7,6,32.87,2,4.23,11.67,2,1,Declining,NLP,Medium,0.116,0
LRN02553,Casual Learner,13,8,58.7,3,9.84,21.67,5,5,Stable,Generative AI,Easy,0.361,1
LRN02554,Fast Learner,44,29,98.0,22,31.31,73.33,11,5,Stable,Python,Medium,0.774,1
LRN02555,Fast Learner,45,34,98.0,26,23.39,75.0,17,15,Stable,NLP,Medium,0.781,1
LRN02556,Consistent Learner,35,25,87.89,11,23.94,58.33,7,8,Improving,MLOps,Easy,0.719,1
LRN02557,Consistent Learner,25,19,71.68,15,11.74,41.67,11,9,Improving,Generative AI,Easy,0.593,1
LRN02558,Fast Learner,54,42,98.0,30,23.43,90.0,15,8,Stable,SQL,Medium,0.817,1
LRN02559,Consistent Learner,38,33,82.47,21,14.74,63.33,6,12,Improving,NLP,Easy,0.698,1
LRN02560,Fast Learner,56,32,98.0,27,21.68,93.33,15,5,Improving,Machine Learning,Medium,0.889,1
LRN02561,Struggling Learner,3,1,30.0,2,1.72,5.0,2,1,Improving,Python,Medium,0.241,0
LRN02562,Fast Learner,51,45,98.0,20,29.89,85.0,18,9,Improving,SQL,Hard,0.839,1
LRN02563,Fast Learner,38,26,98.0,30,18.67,63.33,18,13,Improving,SQL,Medium,0.835,1
LRN02564,Casual Learner,14,9,44.42,2,7.9,23.33,1,0,Stable,Python,Medium,0.281,0
LRN02565,Consistent Learner,41,31,76.98,15,11.04,68.33,12,12,Improving,NLP,Medium,0.67,1
LRN02566,Casual Learner,15,7,54.14,1,6.18,25.0,5,5,Declining,Python,Medium,0.249,0
LRN02567,Casual Learner,13,7,48.86,2,9.39,21.67,3,1,Improving,Python,Hard,0.337,0
LRN02568,Consistent Learner,21,16,73.38,17,12.3,35.0,5,6,Stable,MLOps,Easy,0.499,1
LRN02569,Consistent Learner,26,21,94.52,23,18.61,43.33,14,5,Stable,Python,Hard,0.62,1
LRN02570,Consistent Learner,33,27,98.0,23,22.6,55.0,14,9,Improving,Python,Easy,0.803,1
LRN02571,Consistent Learner,28,15,83.48,12,23.65,46.67,5,9,Improving,Python,Easy,0.672,1
LRN02572,Consistent Learner,43,34,66.8,10,14.97,71.67,6,8,Improving,SQL,Medium,0.616,1
LRN02573,Casual Learner,21,11,38.01,2,3.03,35.0,2,0,Declining,MLOps,Medium,0.181,0
LRN02574,Casual Learner,18,15,45.32,3,3.89,30.0,0,2,Stable,MLOps,Easy,0.285,0
LRN02575,Casual Learner,22,12,59.29,5,11.42,36.67,4,4,Stable,Machine Learning,Easy,0.402,1
LRN02576,Casual Learner,14,11,53.67,6,7.47,23.33,1,2,Stable,Python,Medium,0.332,0
LRN02577,Struggling Learner,5,3,41.42,2,6.72,8.33,3,1,Declining,SQL,Medium,0.158,0
LRN02578,Struggling Learner,8,4,37.62,0,4.72,13.33,1,0,Declining,Generative AI,Hard,0.084,0
LRN02579,Casual Learner,23,18,58.45,8,7.24,38.33,3,0,Stable,SQL,Easy,0.393,1
LRN02580,Consistent Learner,42,31,82.9,19,14.93,70.0,15,8,Improving,Machine Learning,Medium,0.731,1
LRN02581,Consistent Learner,39,31,83.56,12,19.11,65.0,6,6,Stable,SQL,Easy,0.617,1
LRN02582,Consistent Learner,33,26,98.0,24,24.57,55.0,9,8,Improving,NLP,Easy,0.799,1
LRN02583,Struggling Learner,11,9,38.65,4,7.78,18.33,3,0,Stable,SQL,Easy,0.255,0
LRN02584,Consistent Learner,42,36,80.8,22,17.83,70.0,5,3,Improving,MLOps,Medium,0.714,1
LRN02585,Consistent Learner,38,23,92.11,17,23.32,63.33,5,10,Stable,MLOps,Easy,0.677,1
LRN02586,Casual Learner,25,13,58.13,9,7.31,41.67,1,3,Stable,NLP,Hard,0.346,0
LRN02587,Struggling Learner,7,5,31.87,5,2.48,11.67,3,2,Stable,MLOps,Hard,0.146,0
LRN02588,Casual Learner,17,13,55.51,1,7.61,28.33,4,2,Stable,MLOps,Easy,0.344,0
LRN02589,Struggling Learner,0,1,37.73,3,5.52,0.0,1,3,Declining,MLOps,Medium,0.119,0
LRN02590,Consistent Learner,34,18,92.52,18,20.26,56.67,9,7,Improving,Generative AI,Hard,0.698,1
LRN02591,Consistent Learner,32,19,88.02,20,19.6,53.33,9,6,Improving,Generative AI,Easy,0.724,1
LRN02592,Struggling Learner,8,7,34.59,4,2.75,13.33,1,2,Declining,MLOps,Easy,0.125,0
LRN02593,Casual Learner,23,15,62.71,5,11.7,38.33,4,2,Declining,NLP,Medium,0.341,0
LRN02594,Casual Learner,7,6,54.58,8,6.41,11.67,2,1,Stable,MLOps,Easy,0.317,0
LRN02595,Casual Learner,8,4,62.9,7,10.26,13.33,3,3,Stable,SQL,Medium,0.37,0
LRN02596,Casual Learner,20,11,48.36,3,7.57,33.33,3,4,Declining,Generative AI,Medium,0.245,0
LRN02597,Struggling Learner,13,11,35.94,4,5.07,21.67,2,1,Declining,MLOps,Easy,0.158,0
LRN02598,Struggling Learner,4,2,42.55,5,7.51,6.67,3,2,Stable,MLOps,Medium,0.251,0
LRN02599,Consistent Learner,34,30,66.96,11,12.34,56.67,8,5,Improving,Python,Easy,0.585,1
LRN02600,Consistent Learner,21,13,88.48,21,18.78,35.0,10,8,Declining,SQL,Easy,0.532,1
LRN02601,Consistent Learner,22,15,80.67,19,12.92,36.67,9,8,Stable,Python,Medium,0.553,0
LRN02602,Casual Learner,24,18,52.22,10,3.84,40.0,1,3,Improving,NLP,Medium,0.437,0
LRN02603,Consistent Learner,24,18,78.02,14,12.53,40.0,13,6,Improving,Machine Learning,Easy,0.623,1
LRN02604,Consistent Learner,41,25,77.89,18,10.07,68.33,10,8,Improving,Python,Easy,0.674,1
LRN02605,Casual Learner,18,13,49.61,7,3.06,30.0,3,4,Declining,SQL,Easy,0.24,0
LRN02606,Consistent Learner,26,13,80.07,11,18.65,43.33,9,9,Improving,SQL,Medium,0.641,1
LRN02607,Casual Learner,9,5,62.56,6,11.53,15.0,4,0,Improving,Generative AI,Medium,0.456,1
LRN02608,Casual Learner,17,12,52.27,9,3.94,28.33,0,3,Improving,MLOps,Easy,0.409,0
LRN02609,Fast Learner,36,26,98.0,21,18.95,60.0,12,9,Improving,SQL,Hard,0.74,1
LRN02610,Casual Learner,22,18,58.04,10,8.84,36.67,1,5,Stable,Python,Medium,0.393,0
LRN02611,Struggling Learner,4,2,30.0,2,1.79,6.67,1,0,Declining,Python,Hard,0.032,0
LRN02612,Fast Learner,39,22,98.0,29,26.69,65.0,15,9,Improving,Generative AI,Medium,0.855,1
LRN02613,Consistent Learner,34,19,80.05,14,21.84,56.67,5,9,Improving,MLOps,Medium,0.676,1
LRN02614,Fast Learner,40,26,98.0,16,25.16,66.67,12,9,Improving,Machine Learning,Easy,0.811,1
LRN02615,Consistent Learner,20,17,96.41,23,22.67,33.33,5,9,Improving,MLOps,Medium,0.73,1
LRN02616,Struggling Learner,5,3,33.49,1,3.53,8.33,3,3,Declining,Generative AI,Easy,0.109,0
LRN02617,Casual Learner,24,16,53.56,5,5.45,40.0,3,3,Declining,Python,Easy,0.28,0
LRN02618,Consistent Learner,34,19,94.58,14,24.3,56.67,13,7,Stable,SQL,Medium,0.69,1
LRN02619,Struggling Learner,2,1,33.14,3,5.95,3.33,2,0,Stable,NLP,Easy,0.189,0
LRN02620,Consistent Learner,30,15,85.02,22,15.81,50.0,13,11,Improving,MLOps,Medium,0.706,1
LRN02621,Consistent Learner,38,27,81.67,12,22.57,63.33,7,10,Improving,SQL,Medium,0.699,1
LRN02622,Fast Learner,56,34,98.0,26,24.14,93.33,18,15,Stable,Python,Medium,0.822,1
LRN02623,Casual Learner,13,11,52.29,8,8.01,21.67,3,0,Improving,Generative AI,Medium,0.414,0
LRN02624,Consistent Learner,23,17,80.1,11,15.51,38.33,12,10,Improving,Machine Learning,Easy,0.628,1
LRN02625,Consistent Learner,37,25,91.34,24,18.68,61.67,14,9,Stable,NLP,Easy,0.696,1
LRN02626,Struggling Learner,2,1,30.0,4,1.24,3.33,0,0,Stable,Generative AI,Medium,0.156,0
LRN02627,Fast Learner,46,33,98.0,26,18.82,76.67,18,9,Stable,MLOps,Easy,0.771,1
LRN02628,Fast Learner,37,23,98.0,20,18.2,61.67,17,12,Improving,Machine Learning,Medium,0.801,1
LRN02629,Casual Learner,15,11,60.52,9,8.76,25.0,3,2,Stable,Machine Learning,Easy,0.383,0
LRN02630,Consistent Learner,32,16,88.65,18,19.95,53.33,15,5,Improving,Machine Learning,Medium,0.738,1
LRN02631,Consistent Learner,45,26,94.28,21,21.8,75.0,6,6,Declining,SQL,Hard,0.588,1
LRN02632,Casual Learner,17,11,57.26,10,9.67,28.33,4,3,Stable,NLP,Medium,0.383,0
LRN02633,Consistent Learner,30,22,77.03,12,17.45,50.0,12,7,Improving,Machine Learning,Medium,0.647,1
LRN02634,Consistent Learner,28,16,79.83,11,14.09,46.67,13,3,Improving,NLP,Easy,0.641,1
LRN02635,Casual Learner,19,14,47.53,5,5.3,31.67,0,4,Improving,Machine Learning,Medium,0.388,0
LRN02636,Fast Learner,49,26,98.0,18,30.52,81.67,9,6,Stable,Generative AI,Medium,0.775,1
LRN02637,Fast Learner,52,37,98.0,28,22.25,86.67,16,14,Improving,SQL,Hard,0.833,1
LRN02638,Consistent Learner,38,29,73.56,16,16.18,63.33,5,10,Improving,Generative AI,Easy,0.647,1
LRN02639,Struggling Learner,4,2,42.27,3,5.6,6.67,2,1,Declining,SQL,Easy,0.155,0
LRN02640,Consistent Learner,25,19,96.62,25,22.34,41.67,13,4,Improving,Machine Learning,Medium,0.772,1
LRN02641,Casual Learner,22,13,50.02,4,5.52,36.67,3,0,Declining,Python,Medium,0.255,0
LRN02642,Consistent Learner,35,23,89.18,15,24.8,58.33,6,7,Improving,Generative AI,Easy,0.736,1
LRN02643,Casual Learner,24,20,58.42,2,10.49,40.0,3,3,Stable,Generative AI,Medium,0.391,0
LRN02644,Casual Learner,22,13,54.11,7,7.72,36.67,2,2,Declining,Machine Learning,Hard,0.236,0
LRN02645,Fast Learner,54,48,98.0,19,33.75,90.0,19,14,Improving,Python,Medium,0.899,1
LRN02646,Consistent Learner,42,25,86.37,12,16.81,70.0,14,6,Improving,Python,Easy,0.732,1
LRN02647,Casual Learner,21,12,51.45,4,5.58,35.0,3,4,Stable,NLP,Easy,0.338,0
LRN02648,Struggling Learner,13,10,33.02,3,4.88,21.67,1,1,Declining,NLP,Easy,0.139,0
LRN02649,Casual Learner,21,13,41.12,5,3.27,35.0,1,0,Improving,MLOps,Hard,0.312,0
